Year,Stand,Age,Cluster,Azimuth,Species,Decay Class,Diam_Int,Diam_L,Diam_S,Avg Diam,Length
2020,HB101,50,2,240,PC,3,8.7,8.7,7,7.85,2.3
2020,HB101,50,2,240,PC,4,8.6,12.6,8.6,10.6,3
2020,HB101,50,2,240,PC,3,10.7,11.3,8,9.65,4.6
2020,HB101,50,2,240,PC,3,8,9.9,8,8.95,3.3
2020,HB101,50,2,360,PC,2,9.2,18,9.2,13.6,9.9
2020,HB101,50,2,360,YB,3,10,11,10,10.5,1.1
2020,HB101,50,3,120,PC,3,7.6,7.6,7.6,7.6,1.5
2020,HB101,50,3,120,PC,3,10,10,6.9,8.45,3.4
2020,HB101,50,3,120,PC,3,9,9.2,9,9.1,2.6
2020,HB101,50,3,120,PC,4,12.3,13.5,8.8,11.15,7.2
2020,HB101,50,3,120,PC,3,8.9,9.4,6.3,7.85,9.4
2020,HB101,50,3,120,PC,1,12.6,17,7.7,12.35,8.5
2020,HB101,50,3,240,PC,2,10.6,11,10.3,10.65,3
2020,HB101,50,3,240,PC,3,9.5,9.5,9.7,9.6,2.9
2020,HB101,50,3,240,PC,3,12,12,12,12,4.1
2020,HB101,50,3,240,PC,2,11,13.9,10.5,12.2,8
2020,HB101,50,3,240,PC,3,9.8,9.8,9.2,9.5,3.6
2020,HB101,50,3,240,PC,2,10,10,7.9,8.95,1.9
2020,HB101,50,3,240,PC,3,9.3,11.1,9.3,10.2,1.7
2020,HB101,50,3,240,PC,1,8.4,10.1,7.8,8.95,4.4
2020,HB101,50,3,240,PC,1,13.8,20,10.9,15.45,10.1
2020,HB101,50,3,240,PC,4,8.3,9.2,5.9,7.55,5.6
2020,HB101,50,3,240,PC,3,12.5,13.8,9.7,11.75,6.2
2020,HB101,50,3,240,STM,1,8.9,16,7.2,11.6,7.9
2020,HB101,50,3,360,PC,5,10.3,10.7,7.1,8.9,3.8
2020,HB101,50,3,360,PC,3,12.5,12.5,11.5,12,6.1
2020,HB101,50,3,360,YB,3,9.2,9.8,8.1,8.95,5.15
2020,M3,110,1,120,BE,3,14,14,13.5,13.75,3.1
2020,M3,110,1,120,RM,2,39.4,39.4,37,38.2,4.7
2020,M3,110,1,120,RM,2,24,32,16.2,24.1,9.7
2020,M3,110,1,240,NONE,0,0,0,0,0,0
2020,M3,110,1,360,NONE,0,0,0,0,0,0
2020,M3,110,2,120,CON,4,14,14,11,12.5,2.1
2020,M3,110,2,120,SM,1,11.1,12.5,7.3,9.9,2.8
2020,M3,110,2,120,WB,4,18,18,18,18,1.8
2020,M3,110,2,240,HEM,1,10.4,11.4,4,7.7,7.8
2020,M3,110,2,240,RM,3,11,18,11,14.5,8.3
2020,M3,110,2,240,RM,2,24.1,24.1,22.5,23.3,3.7
2020,M3,110,2,240,STM,3,9.4,14.5,9.4,11.95,3.3
2020,M3,110,2,360,WB,4,21,26,19,22.5,2.4
2020,M3,110,3,60,BE,4,34,34,30,32,6.7
2020,M3,110,3,180,NONE,0,0,0,0,0,0
2020,M3,110,3,300,BE,2,15.8,23.2,13.7,18.45,10.6
2020,M3,110,3,300,WB,4,21.2,26.6,20,23.3,4.7
2020,M3,110,3,300,WB,3,33.3,41.2,26,33.6,9.9
2020,M4,70,1,60,HEM,3,27.8,44,14.2,29.1,19.6
2020,M4,70,1,180,BE,3,15.4,17,10.6,13.8,8.4
2020,M4,70,1,180,BE,4,9,9,9,9,1.4
2020,M4,70,1,300,NONE,0,0,0,0,0,0
2020,M4,70,2,120,SM,4,11,11,10.8,10.9,3.8
2020,M4,70,2,120,WB,3,11,11,8.2,9.6,1.8
2020,M4,70,2,240,BE,3,10,11.8,10,10.9,2.5
2020,M4,70,2,240,WB,5,16.6,19.3,14.5,16.9,1.8
2020,M4,70,2,240,WB,3,19.9,26.8,18,22.4,9
2020,M4,70,2,360,HEM,3,24,24,16.4,20.2,9.4
2020,M4,70,2,360,WB,3,13.2,14.4,11.3,12.85,2.8
2020,M4,70,2,360,WB,4,12.4,19.3,11,15.15,6.3
2020,M4,70,3,60,WB,4,16.8,22,16.8,19.4,5.2
2020,M4,70,3,180,FIR,4,12.4,14.6,8.4,11.5,6.2
2020,M4,70,3,180,HEM,4,13,13,8,10.5,1.9
2020,M4,70,3,300,HEM,4,8.6,13,8.6,10.8,4.9
2020,M4,70,3,300,WB,5,8.2,10.4,6.8,8.6,4.6
2020,M5,43,1,120,PC,3,10.2,10.2,9.9,10.05,1.5
2020,M5,43,1,240,ASH,4,9.6,9.6,9.6,9.6,1
2020,M5,43,1,240,BE,4,8.4,8.4,8.4,8.4,1.8
2020,M5,43,1,240,PC,3,10.8,12,5.7,8.85,8.5
2020,M5,43,1,240,WB,5,12,12,14,13,2.5
2020,M5,43,1,360,ANGIO,4,9.2,9.2,9,9.1,1.8
2020,M5,43,1,360,PC,3,10,13,8.8,10.9,3.7
2020,M5,43,1,360,PC,4,8,8,5.8,6.9,2.5
2020,M5,43,1,360,WB,4,12,12,12,12,3.1
2020,M5,43,2,120,PC,1,9,13,5.2,9.1,8
2020,M5,43,2,120,PC,1,8.8,11,8.8,9.9,4
2020,M5,43,2,240,PC,3,11,14.8,10,12.4,3.2
2020,M5,43,2,360,ASP,3,12,16,13,14.5,2.2
2020,M5,43,2,360,WB,4,13.2,13.2,13,13.1,1.8
2020,M5,43,3,60,BE,3,8,12,6,9,3.3
2020,M5,43,3,60,PC,3,12.4,12.4,8,10.2,6.9
2020,M5,43,3,60,WB,4,12,14,10,12,4
2020,M5,43,3,180,PC,1,15.3,18.2,13.5,15.85,7.2
2020,M5,43,3,180,PC,2,9.2,11,9.2,10.1,2
2020,M5,43,3,300,ASP,1,21.8,24,17.2,20.6,8.4
2020,M5,43,3,300,BE,4,11.3,11.3,11.3,11.3,1.9
2020,M5,43,3,300,PC,2,9.3,9.4,7,8.2,2.7
2020,M5,43,3,300,PC,4,8.8,8.8,8.8,8.8,1.5
2020,M5,43,3,300,PC,2,12.5,13.8,12.5,13.15,1.8
2020,M5,43,3,300,WB,4,12,12,11,11.5,1
2020,M6,40,1,30,PC,2,11.2,13.9,10,11.95,7.6
2020,M6,40,1,30,PC,2,10,11.2,9,10.1,2.8
2020,M6,40,1,150,PC,2,11.5,11.5,10.9,11.2,1.8
2020,M6,40,1,150,PC,1,8.5,8.5,4.5,6.5,3.8
2020,M6,40,1,150,PC,3,4.5,5.9,4.3,5.1,4.1
2020,M6,40,1,150,PC,5,8.4,8.4,8.4,8.4,1
2020,M6,40,1,150,STM,2,7.9,8.2,7.9,8.05,1
2020,M6,40,1,270,CON,5,9,9,9,9,1.8
2020,M6,40,1,270,PC,1,11,19,9.8,14.4,12.4
2020,M6,40,1,270,PC,1,7.6,7.6,4.4,6,3
2020,M6,40,1,270,WB,4,8,12,8,10,1.4
2020,M6,40,2,90,PC,1,9.5,10,9.5,9.75,2.2
2020,M6,40,2,90,PC,3,9,10,8.5,9.25,3.1
2020,M6,40,2,90,PC,2,8.3,11,8.3,9.65,2
2020,M6,40,2,90,PC,3,7.8,8.7,7.5,8.1,3.2
2020,M6,40,2,90,PC,3,10,12,9.7,10.85,2.4
2020,M6,40,2,210,PC,2,11.1,11.6,6,8.8,4.1
2020,M6,40,2,210,PC,3,8,15,8,11.5,4
2020,M6,40,2,210,WB,3,7.8,9,8.3,8.65,1.3
2020,M6,40,2,330,PC,1,7.8,7.8,5.7,6.75,3.7
2020,M6,40,3,30,PC,4,9.3,9.3,9.3,9.3,1.1
2020,M6,40,3,150,PC,3,10.3,12.6,10.3,11.45,3.8
2020,M6,40,3,150,STM,2,8.6,8.9,4.3,6.6,9.8
2020,M6,40,3,270,NONE,0,0,0,0,0,0
2020,Pond,300,1,90,BE,4,24,23.1,20,21.55,4.2
2020,Pond,300,1,90,CON,4,16,12,18,15,3.4
2020,Pond,300,1,90,SP,4,12,9.5,10.5,10,2.6
2020,Pond,300,1,90,SP,2,8.3,10,3,6.5,9.5
2020,Pond,300,1,90,SP,3,21.5,28,19,23.5,6.6
2020,Pond,300,1,210,SP,4,8.4,8.4,8.9,8.65,1.3
2020,Pond,300,1,210,YB,2,27.8,47.5,3,25.25,14.5
2020,Pond,300,1,330,SP,4,28,28,18,23,1.5
2020,Pond,300,2,20,RM,4,29.2,38,24.8,31.4,2.9
2020,Pond,300,2,140,BE,4,10.3,14.5,8.1,11.3,6.7
2020,Pond,300,2,260,YB,4,10,10.3,6.2,8.25,1.2
2020,Pond,300,3,20,BE,3,6.2,5.8,3,4.4,1.5
2020,Pond,300,3,20,BE,2,9.5,20.4,9.5,14.95,7
2020,Pond,300,3,20,SM,3,9,10.5,4.7,7.6,2.4
2020,Pond,300,3,140,BE,4,28,18.4,18,18.2,2.6
2020,Pond,300,3,140,SP,1,24,36.8,7.8,22.3,16.3
2020,Pond,300,3,260,NONE,0,0,0,0,0,0
2020,Pond,300,4,120,SP,3,8,13,3.5,8.25,5
2020,Pond,300,4,240,SP,2,12.1,14,3.5,8.75,9.6
2020,Pond,300,4,240,SP,2,13.7,13.9,10.7,12.3,4.3
2020,Pond,300,4,240,SP,3,9,11,7.6,9.3,5
2020,Pond,300,4,240,WB,3,62.2,62.2,18.4,40.3,10
2020,Pond,300,4,360,BE,3,12,9.5,12,10.75,2.6
2020,Pond,300,4,360,BE,2,8.2,9.1,3,6.05,4.8
2020,Pond,300,4,360,BE,2,12.5,17,8.2,12.6,6
2020,T20,62,AB,75,ASH,3,11.2,12.3,7.8,10.05,5
2020,T20,62,AB,75,CON,4,29,29,16.6,22.8,6.2
2020,T20,62,AB,75,FIR,3,35.4,42.6,16.8,29.7,11.7
2020,T20,62,AD,345,YB,3,7.8,10.4,7.8,9.1,3
2020,T20,62,AD,345,YB,3,8.8,15.2,8.8,12,6
2020,T20,62,CB,132,SP,2,15.6,15.6,13,14.3,2.6
2020,T20,62,CE,160,BE,3,10.2,10.2,9.2,9.7,3.2
2020,T20,62,DC,75,PC,3,9.5,10.6,8,9.3,7
2020,T20,62,DC,75,WB,4,11.4,11.4,11.4,11.4,1.2
2020,T20,62,DC,75,WB,4,12.4,13,11.5,12.25,1.9
2020,T20,62,DC,75,WB,3,11.3,10.4,8.1,9.25,8.8
2020,T20,62,DF,145,PC,3,14,14,14,14,2.8
2020,T20,62,DF,145,SM,3,14.1,11.5,11,11.25,6.2
2020,T20,62,DF,145,YB,3,9.2,9.2,7.8,8.5,1.1
2020,T20,62,GH,125,UNK,4,16.8,28,13.3,20.65,4.8
2020,T20,62,GI,65,SP,4,19.4,19.4,19.4,19.4,7.3
2020,T20,62,GI,65,SP,3,19.2,21,17.3,19.15,9.6
2020,T30,72,1,60,NONE,0,0,0,0,0,0
2020,T30,72,1,120,YB,4,19.2,19.2,14,16.6,2.8
2020,T30,72,1,240,OV,2,10.5,10.5,4,7.25,6.8
2020,T30,72,1,240,SM,3,8.4,10.4,8,9.2,5.5
2020,T30,72,1,240,SM,3,10,14.2,9,11.6,8.6
2020,T30,72,1,360,ASH,3,23.6,28.8,16.8,22.8,8.7
2020,T30,72,1,360,ASH,3,24.6,33.5,31.2,32.35,8.5
2020,T30,72,1,360,UNK,3,16.2,16.2,14,15.1,2.7
2020,T30,72,1,360,WB,5,16.6,16.6,10.6,13.6,1.4
2020,T30,72,2,180,BE,1,20.6,27,20,23.5,8.1
2020,T30,72,2,180,SM,4,8.8,9,8.8,8.9,2.7
2020,T30,72,2,180,YB,4,10.8,10.8,10.8,10.8,2.4
2020,T30,72,2,300,WB,5,12,12,12,12,2.2
2020,T30,72,2,300,WB,4,14,13,13,13,5.3
2020,T30,72,2,300,WB,4,23,20.4,20.4,20.4,5.3
2020,T30,72,2,300,WB,4,16,16,16,16,1.3
2020,T30,72,3,60,ASH,3,24.4,24.4,21.8,23.1,6
2020,T30,72,3,60,WB,4,13.1,13.1,12,12.55,1.8
2020,T30,72,3,180,ASP,4,14,14,14,14,1.1
2020,T30,72,3,180,BE,4,12.8,14,11,12.5,7.3
2020,T30,72,3,180,BE,5,9.1,9.1,9.1,9.1,2.7
2020,T30,72,3,300,NONE,0,0,0,0,0,0
